OBJECTID,GEOID,Block,Block_Group,Census_Tract,County,State,Total,Hispanic_or_Latino,Not_Hispanic,Population_of_One_Race,White_Alone,Black_Alone,Some_other_race_alone,Population_of_two_or_more_ra_14
-1,131210012051007.000000000000000,Block 1007, Block Group 1, Census Tract 12.05, Fulton County, Georgia,33,4,29,27,26,0,1,2
-1,131210017012005.000000000000000,Block 2005, Block Group 2, Census Tract 17.01, Fulton County, Georgia,33,0,33,32,2,28,0,1
-1,131210024002002.000000000000000,Block 2002, Block Group 2, Census Tract 24, Fulton County, Georgia,33,0,33,30,1,27,0,3
-1,131210026002021.000000000000000,Block 2021, Block Group 2, Census Tract 26, Fulton County, Georgia,33,5,28,27,1,24,0,1
-1,131210035001015.000000000000000,Block 1015, Block Group 1, Census Tract 35, Fulton County, Georgia,33,2,31,22,1,15,6,9
-1,131210038001004.000000000000000,Block 1004, Block Group 1, Census Tract 38, Fulton County, Georgia,33,0,33,28,6,21,0,5
-1,131210039001008.000000000000000,Block 1008, Block Group 1, Census Tract 39, Fulton County, Georgia,33,0,33,33,0,31,2,0
-1,131210040001020.000000000000000,Block 1020, Block Group 1, Census Tract 40, Fulton County, Georgia,33,0,33,31,4,27,0,2
-1,131210040002015.000000000000000,Block 2015, Block Group 2, Census Tract 40, Fulton County, Georgia,33,5,28,27,14,12,1,1
-1,131210052004004.000000000000000,Block 4004, Block Group 4, Census Tract 52, Fulton County, Georgia,33,4,29,22,15,7,0,7
-1,131210053003000.000000000000000,Block 3000, Block Group 3, Census Tract 53, Fulton County, Georgia,33,5,28,24,21,3,0,4
-1,131210055011023.000000000000000,Block 1023, Block Group 1, Census Tract 55.01, Fulton County, Georgia,33,0,33,28,4,15,0,5
-1,131210055041017.000000000000000,Block 1017, Block Group 1, Census Tract 55.04, Fulton County, Georgia,33,1,32,31,14,17,0,1
-1,131210057001011.000000000000000,Block 1011, Block Group 1, Census Tract 57, Fulton County, Georgia,33,3,30,30,2,28,0,0
-1,131210060004009.000000000000000,Block 4009, Block Group 4, Census Tract 60, Fulton County, Georgia,33,0,33,32,14,17,0,1
-1,131210061002001.000000000000000,Block 2001, Block Group 2, Census Tract 61, Fulton County, Georgia,33,2,31,31,0,31,0,0
-1,131210063002011.000000000000000,Block 2011, Block Group 2, Census Tract 63, Fulton County, Georgia,33,6,27,25,7,18,0,2
-1,131210063002016.000000000000000,Block 2016, Block Group 2, Census Tract 63, Fulton County, Georgia,33,3,30,30,0,30,0,0
-1,131210065004003.000000000000000,Block 4003, Block Group 4, Census Tract 65, Fulton County, Georgia,33,2,31,30,6,23,0,1
-1,131210067011001.000000000000000,Block 1001, Block Group 1, Census Tract 67.01, Fulton County, Georgia,33,0,33,33,3,30,0,0
-1,131210071001004.000000000000000,Block 1004, Block Group 1, Census Tract 71, Fulton County, Georgia,33,0,33,32,2,30,0,1
-1,131210072001001.000000000000000,Block 1001, Block Group 1, Census Tract 72, Fulton County, Georgia,33,5,28,22,0,22,0,6
-1,131210073011002.000000000000000,Block 1002, Block Group 1, Census Tract 73.01, Fulton County, Georgia,33,1,32,29,0,29,0,3
-1,131210074002002.000000000000000,Block 2002, Block Group 2, Census Tract 74, Fulton County, Georgia,33,6,27,22,1,21,0,5
-1,131210076021001.000000000000000,Block 1001, Block Group 1, Census Tract 76.02, Fulton County, Georgia,33,2,31,28,3,22,0,3
-1,131210077082009.000000000000000,Block 2009, Block Group 2, Census Tract 77.08, Fulton County, Georgia,33,2,31,20,0,15,1,11
-1,131210077111005.000000000000000,Block 1005, Block Group 1, Census Tract 77.11, Fulton County, Georgia,33,8,25,25,2,23,0,0
-1,131210077112004.000000000000000,Block 2004, Block Group 2, Census Tract 77.11, Fulton County, Georgia,33,0,33,31,1,26,2,2
-1,131210078061008.000000000000000,Block 1008, Block Group 1, Census Tract 78.06, Fulton County, Georgia,33,2,31,30,0,30,0,1
-1,131210078094001.000000000000000,Block 4001, Block Group 4, Census Tract 78.09, Fulton County, Georgia,33,3,30,26,6,19,0,4
-1,131210082022004.000000000000000,Block 2004, Block Group 2, Census Tract 82.02, Fulton County, Georgia,33,8,25,25,0,25,0,0
-1,131210082022008.000000000000000,Block 2008, Block Group 2, Census Tract 82.02, Fulton County, Georgia,33,1,32,29,0,29,0,3
-1,131210082042003.000000000000000,Block 2003, Block Group 2, Census Tract 82.04, Fulton County, Georgia,33,2,31,30,0,29,0,1
-1,131210082042004.000000000000000,Block 2004, Block Group 2, Census Tract 82.04, Fulton County, Georgia,33,1,32,32,2,30,0,0
-1,131210082042013.000000000000000,Block 2013, Block Group 2, Census Tract 82.04, Fulton County, Georgia,33,1,32,31,1,30,0,1
-1,131210083012006.000000000000000,Block 2006, Block Group 2, Census Tract 83.01, Fulton County, Georgia,33,0,33,32,0,31,0,1
-1,131210085002020.000000000000000,Block 2020, Block Group 2, Census Tract 85, Fulton County, Georgia,33,0,33,33,1,32,0,0
-1,131210085003037.000000000000000,Block 3037, Block Group 3, Census Tract 85, Fulton County, Georgia,33,2,31,31,0,31,0,0
-1,131210087021008.000000000000000,Block 1008, Block Group 1, Census Tract 87.02, Fulton County, Georgia,33,0,33,31,22,8,0,2
-1,131210088021001.000000000000000,Block 1001, Block Group 1, Census Tract 88.02, Fulton County, Georgia,33,21,12,10,2,4,2,2
-1,131210089091003.000000000000000,Block 1003, Block Group 1, Census Tract 89.09, Fulton County, Georgia,33,1,32,30,21,9,0,2
-1,131210090022013.000000000000000,Block 2013, Block Group 2, Census Tract 90.02, Fulton County, Georgia,33,2,31,29,29,0,0,2
-1,131210093022005.000000000000000,Block 2005, Block Group 2, Census Tract 93.02, Fulton County, Georgia,33,0,33,31,30,0,1,2
-1,131210097002013.000000000000000,Block 2013, Block Group 2, Census Tract 97, Fulton County, Georgia,33,0,33,33,24,5,1,0
-1,131210098023009.000000000000000,Block 3009, Block Group 3, Census Tract 98.02, Fulton County, Georgia,33,2,31,30,23,1,2,1
-1,131210101063002.000000000000000,Block 3002, Block Group 3, Census Tract 101.06, Fulton County, Georgia,33,0,33,30,25,1,0,3
-1,131210101351001.000000000000000,Block 1001, Block Group 1, Census Tract 101.35, Fulton County, Georgia,33,0,33,30,26,3,0,3
-1,131210102042002.000000000000000,Block 2002, Block Group 2, Census Tract 102.04, Fulton County, Georgia,33,5,28,27,3,12,0,1
-1,131210103051011.000000000000000,Block 1011, Block Group 1, Census Tract 103.05, Fulton County, Georgia,33,0,33,30,2,28,0,3
-1,131210103083001.000000000000000,Block 3001, Block Group 3, Census Tract 103.08, Fulton County, Georgia,33,0,33,31,2,29,0,2
-1,131210103083004.000000000000000,Block 3004, Block Group 3, Census Tract 103.08, Fulton County, Georgia,33,1,32,30,0,30,0,2
-1,131210103131011.000000000000000,Block 1011, Block Group 1, Census Tract 103.13, Fulton County, Georgia,33,2,31,24,1,18,0,7
-1,131210103151002.000000000000000,Block 1002, Block Group 1, Census Tract 103.15, Fulton County, Georgia,33,0,33,33,0,33,0,0
-1,131210104012017.000000000000000,Block 2017, Block Group 2, Census Tract 104.01, Fulton County, Georgia,33,5,28,28,3,25,0,0
-1,131210104021016.000000000000000,Block 1016, Block Group 1, Census Tract 104.02, Fulton County, Georgia,33,5,28,28,26,2,0,0
-1,131210104023054.000000000000000,Block 3054, Block Group 3, Census Tract 104.02, Fulton County, Georgia,33,0,33,31,31,0,0,2
-1,131210105081000.000000000000000,Block 1000, Block Group 1, Census Tract 105.08, Fulton County, Georgia,33,1,32,31,0,28,0,1
-1,131210105283015.000000000000000,Block 3015, Block Group 3, Census Tract 105.28, Fulton County, Georgia,33,2,31,28,12,11,3,3
-1,131210105293022.000000000000000,Block 3022, Block Group 3, Census Tract 105.29, Fulton County, Georgia,33,0,33,30,0,30,0,3
-1,131210105302008.000000000000000,Block 2008, Block Group 2, Census Tract 105.30, Fulton County, Georgia,33,2,31,30,0,25,2,1
-1,131210105321003.000000000000000,Block 1003, Block Group 1, Census Tract 105.32, Fulton County, Georgia,33,1,32,30,2,28,0,2
-1,131210105381014.000000000000000,Block 1014, Block Group 1, Census Tract 105.38, Fulton County, Georgia,33,2,31,31,6,25,0,0
-1,131210105401027.000000000000000,Block 1027, Block Group 1, Census Tract 105.40, Fulton County, Georgia,33,4,29,27,0,27,0,2
-1,131210111002030.000000000000000,Block 2030, Block Group 2, Census Tract 111, Fulton County, Georgia,33,1,32,28,20,8,0,4
-1,131210111002037.000000000000000,Block 2037, Block Group 2, Census Tract 111, Fulton County, Georgia,33,2,31,30,12,18,0,1
-1,131210111003004.000000000000000,Block 3004, Block Group 3, Census Tract 111, Fulton County, Georgia,33,3,30,29,9,20,0,1
-1,131210112023026.000000000000000,Block 3026, Block Group 3, Census Tract 112.02, Fulton County, Georgia,33,4,29,29,3,26,0,0
-1,131210112032008.000000000000000,Block 2008, Block Group 2, Census Tract 112.03, Fulton County, Georgia,33,2,31,31,0,27,3,0
-1,131210112032009.000000000000000,Block 2009, Block Group 2, Census Tract 112.03, Fulton County, Georgia,33,4,29,28,0,28,0,1
-1,131210112032022.000000000000000,Block 2022, Block Group 2, Census Tract 112.03, Fulton County, Georgia,33,5,28,27,4,22,0,1
-1,131210112042003.000000000000000,Block 2003, Block Group 2, Census Tract 112.04, Fulton County, Georgia,33,5,28,16,1,15,0,12
-1,131210113013004.000000000000000,Block 3004, Block Group 3, Census Tract 113.01, Fulton County, Georgia,33,11,22,21,8,13,0,1
-1,131210113105009.000000000000000,Block 5009, Block Group 5, Census Tract 113.10, Fulton County, Georgia,33,15,18,18,4,14,0,0
-1,131210114241002.000000000000000,Block 1002, Block Group 1, Census Tract 114.24, Fulton County, Georgia,33,7,26,13,11,0,1,13
-1,131210114261004.000000000000000,Block 1004, Block Group 1, Census Tract 114.26, Fulton County, Georgia,33,10,23,17,13,0,1,6
-1,131210114321003.000000000000000,Block 1003, Block Group 1, Census Tract 114.32, Fulton County, Georgia,33,4,29,28,15,6,0,1
-1,131210114321005.000000000000000,Block 1005, Block Group 1, Census Tract 114.32, Fulton County, Georgia,33,6,27,20,7,10,0,7
-1,131210114382011.000000000000000,Block 2011, Block Group 2, Census Tract 114.38, Fulton County, Georgia,33,3,30,26,20,5,0,4
-1,131210114442013.000000000000000,Block 2013, Block Group 2, Census Tract 114.44, Fulton County, Georgia,33,2,31,29,13,6,3,2
-1,131210115082010.000000000000000,Block 2010, Block Group 2, Census Tract 115.08, Fulton County, Georgia,33,4,29,21,16,5,0,8
-1,131210115092013.000000000000000,Block 2013, Block Group 2, Census Tract 115.09, Fulton County, Georgia,33,8,25,25,22,0,0,0
-1,131210115121008.000000000000000,Block 1008, Block Group 1, Census Tract 115.12, Fulton County, Georgia,33,2,31,31,28,3,0,0
-1,131210115142007.000000000000000,Block 2007, Block Group 2, Census Tract 115.14, Fulton County, Georgia,33,2,31,23,21,2,0,8
-1,131210115142019.000000000000000,Block 2019, Block Group 2, Census Tract 115.14, Fulton County, Georgia,33,7,26,23,19,0,1,3
-1,131210116242000.000000000000000,Block 2000, Block Group 2, Census Tract 116.24, Fulton County, Georgia,33,5,28,21,3,9,2,7
-1,131210116372014.000000000000000,Block 2014, Block Group 2, Census Tract 116.37, Fulton County, Georgia,33,2,31,29,11,2,0,2
-1,131210116391007.000000000000000,Block 1007, Block Group 1, Census Tract 116.39, Fulton County, Georgia,33,4,29,21,13,4,1,8
-1,131210116401009.000000000000000,Block 1009, Block Group 1, Census Tract 116.40, Fulton County, Georgia,33,10,23,17,10,7,0,6
-1,131210116402007.000000000000000,Block 2007, Block Group 2, Census Tract 116.40, Fulton County, Georgia,33,1,32,29,18,2,0,3
-1,131210116461015.000000000000000,Block 1015, Block Group 1, Census Tract 116.46, Fulton County, Georgia,33,11,22,17,4,5,2,5
-1,131210116493019.000000000000000,Block 3019, Block Group 3, Census Tract 116.49, Fulton County, Georgia,33,8,25,21,6,0,2,4
-1,131210118021030.000000000000000,Block 1030, Block Group 1, Census Tract 118.02, Fulton County, Georgia,33,2,31,27,0,27,0,4
-1,131210119022009.000000000000000,Block 2009, Block Group 2, Census Tract 119.02, Fulton County, Georgia,33,1,32,31,23,7,0,1
-1,131210123004027.000000000000000,Block 4027, Block Group 4, Census Tract 123, Fulton County, Georgia,33,3,30,26,4,22,0,4
-1,131210002011003.000000000000000,Block 1003, Block Group 1, Census Tract 2.01, Fulton County, Georgia,32,2,30,29,28,1,0,1
-1,131210002012000.000000000000000,Block 2000, Block Group 2, Census Tract 2.01, Fulton County, Georgia,32,6,26,22,18,4,0,4
-1,131210006013001.000000000000000,Block 3001, Block Group 3, Census Tract 6.01, Fulton County, Georgia,32,1,31,30,27,3,0,1
-1,131210006013006.000000000000000,Block 3006, Block Group 3, Census Tract 6.01, Fulton County, Georgia,32,0,32,31,16,2,0,1
-1,131210007001013.000000000000000,Block 1013, Block Group 1, Census Tract 7, Fulton County, Georgia,32,2,30,29,20,5,1,1
-1,131210023003012.000000000000000,Block 3012, Block Group 3, Census Tract 23, Fulton County, Georgia,32,3,29,29,0,29,0,0
-1,131210025001010.000000000000000,Block 1010, Block Group 1, Census Tract 25, Fulton County, Georgia,32,1,31,30,0,30,0,1
-1,131210026001004.000000000000000,Block 1004, Block Group 1, Census Tract 26, Fulton County, Georgia,32,2,30,27,0,27,0,3
-1,131210035002023.000000000000000,Block 2023, Block Group 2, Census Tract 35, Fulton County, Georgia,32,2,30,30,0,27,3,0
-1,131210039001021.000000000000000,Block 1021, Block Group 1, Census Tract 39, Fulton County, Georgia,32,0,32,32,0,32,0,0
-1,131210039002001.000000000000000,Block 2001, Block Group 2, Census Tract 39, Fulton County, Georgia,32,1,31,30,0,30,0,1
-1,131210050001004.000000000000000,Block 1004, Block Group 1, Census Tract 50, Fulton County, Georgia,32,9,23,21,19,0,2,2
-1,131210052003014.000000000000000,Block 3014, Block Group 3, Census Tract 52, Fulton County, Georgia,32,3,29,29,27,2,0,0
-1,131210053002005.000000000000000,Block 2005, Block Group 2, Census Tract 53, Fulton County, Georgia,32,4,28,28,18,10,0,0
-1,131210055011010.000000000000000,Block 1010, Block Group 1, Census Tract 55.01, Fulton County, Georgia,32,7,25,23,0,22,1,2
-1,131210055011018.000000000000000,Block 1018, Block Group 1, Census Tract 55.01, Fulton County, Georgia,32,2,30,29,20,9,0,1
-1,131210057001003.000000000000000,Block 1003, Block Group 1, Census Tract 57, Fulton County, Georgia,32,0,32,32,4,28,0,0
-1,131210063002004.000000000000000,Block 2004, Block Group 2, Census Tract 63, Fulton County, Georgia,32,0,32,31,5,23,0,1
-1,131210065001010.000000000000000,Block 1010, Block Group 1, Census Tract 65, Fulton County, Georgia,32,0,32,32,2,30,0,0
-1,131210065004009.000000000000000,Block 4009, Block Group 4, Census Tract 65, Fulton County, Georgia,32,0,32,31,12,18,0,1
-1,131210066012004.000000000000000,Block 2004, Block Group 2, Census Tract 66.01, Fulton County, Georgia,32,0,32,32,5,27,0,0
-1,131210077032012.000000000000000,Block 2012, Block Group 2, Census Tract 77.03, Fulton County, Georgia,32,6,26,26,0,26,0,0
-1,131210077051001.000000000000000,Block 1001, Block Group 1, Census Tract 77.05, Fulton County, Georgia,32,3,29,27,0,27,0,2
-1,131210077053004.000000000000000,Block 3004, Block Group 3, Census Tract 77.05, Fulton County, Georgia,32,2,30,28,0,26,1,2
-1,131210077082010.000000000000000,Block 2010, Block Group 2, Census Tract 77.08, Fulton County, Georgia,32,2,30,29,3,26,0,1
-1,131210078093000.000000000000000,Block 3000, Block Group 3, Census Tract 78.09, Fulton County, Georgia,32,3,29,25,0,25,0,4
-1,131210079002001.000000000000000,Block 2001, Block Group 2, Census Tract 79, Fulton County, Georgia,32,5,27,24,0,22,2,3
-1,131210079003001.000000000000000,Block 3001, Block Group 3, Census Tract 79, Fulton County, Georgia,32,1,31,31,1,30,0,0
-1,131210080004017.000000000000000,Block 4017, Block Group 4, Census Tract 80, Fulton County, Georgia,32,0,32,32,10,22,0,0
-1,131210080005003.000000000000000,Block 5003, Block Group 5, Census Tract 80, Fulton County, Georgia,32,2,30,26,4,21,0,4
-1,131210080005011.000000000000000,Block 5011, Block Group 5, Census Tract 80, Fulton County, Georgia,32,0,32,32,1,31,0,0
-1,131210081043021.000000000000000,Block 3021, Block Group 3, Census Tract 81.04, Fulton County, Georgia,32,1,31,31,0,31,0,0
-1,131210082021005.000000000000000,Block 1005, Block Group 1, Census Tract 82.02, Fulton County, Georgia,32,7,25,24,1,23,0,1
-1,131210082032002.000000000000000,Block 2002, Block Group 2, Census Tract 82.03, Fulton County, Georgia,32,1,31,30,0,30,0,1
-1,131210083022007.000000000000000,Block 2007, Block Group 2, Census Tract 83.02, Fulton County, Georgia,32,1,31,31,1,26,2,0
-1,131210084001010.000000000000000,Block 1010, Block Group 1, Census Tract 84, Fulton County, Georgia,32,0,32,30,3,27,0,2
-1,131210084004002.000000000000000,Block 4002, Block Group 4, Census Tract 84, Fulton County, Georgia,32,2,30,26,1,25,0,4
-1,131210085003001.000000000000000,Block 3001, Block Group 3, Census Tract 85, Fulton County, Georgia,32,0,32,29,5,23,1,3
-1,131210085003026.000000000000000,Block 3026, Block Group 3, Census Tract 85, Fulton County, Georgia,32,1,31,29,2,26,1,2
-1,131210088011036.000000000000000,Block 1036, Block Group 1, Census Tract 88.01, Fulton County, Georgia,32,4,28,22,18,4,0,6
-1,131210089052007.000000000000000,Block 2007, Block Group 2, Census Tract 89.05, Fulton County, Georgia,32,8,24,22,16,6,0,2
-1,131210089062008.000000000000000,Block 2008, Block Group 2, Census Tract 89.06, Fulton County, Georgia,32,0,32,30,20,4,0,2
-1,131210095012010.000000000000000,Block 2010, Block Group 2, Census Tract 95.01, Fulton County, Georgia,32,0,32,27,27,0,0,5
-1,131210095041007.000000000000000,Block 1007, Block Group 1, Census Tract 95.04, Fulton County, Georgia,32,4,28,24,14,5,0,4
-1,131210100041004.000000000000000,Block 1004, Block Group 1, Census Tract 100.04, Fulton County, Georgia,32,3,29,28,21,7,0,1
-1,131210101293006.000000000000000,Block 3006, Block Group 3, Census Tract 101.29, Fulton County, Georgia,32,9,23,18,18,0,0,5
-1,131210101343004.000000000000000,Block 3004, Block Group 3, Census Tract 101.34, Fulton County, Georgia,32,9,23,18,11,2,0,5
-1,131210102111004.000000000000000,Block 1004, Block Group 1, Census Tract 102.11, Fulton County, Georgia,32,5,27,24,14,5,0,3
-1,131210102233007.000000000000000,Block 3007, Block Group 3, Census Tract 102.23, Fulton County, Georgia,32,1,31,24,22,1,0,7
-1,131210103051026.000000000000000,Block 1026, Block Group 1, Census Tract 103.05, Fulton County, Georgia,32,1,31,26,0,26,0,5
